target,comment
0,حالااینهمه حرف میزنیم نقدوانتقادمیکنیم فایدهای هم داره کسی میبینه این کامنتهارو کاری میکنن که دوباره این مشکلاپیش نیاد الکی وقتمونومیزاریم کامت میزاریم اونایی که بایدبخونن نیستن رفتن به خواب زمستونی سرشونوعین کبک کردن توبرف این حرفام مثل حرفای چندماه وچندین ماه قبل زده میشه وبعدم میشه خاطره غیرازاینکه خدابه داددلمون برسه خداخودش کاری کنه یاامام زمان ظهورکنه یامرگ باعثان این کارهاروبده فقط تاقتل عام نشدیم کاری بکنه نمیدونم بااین همه آه مسوولین  حرفاروزدم که بگم اگه ماخودمون روجرواجرکنیم یاسین به گوش خرخوندنه البته بلانسبت خودمون متاسفم برای خودم که ایرانی هستم که که اگه یه سرسوزن ابهت داشت کشورم برای بیگانگان الان شدیم مسخره عام وخاص یه جورایی میگن اگه لالایی بلدین براخودتون بخونیدنه اینکه اینجوری مردم کشوربه خواب ابدی بروند
0,عجب موجودبی وجود یه وجوداین افراد برای بشر و کشور مضر و مخل اسایش و ارامش و پیشرفت کشور
0,هیچ وقت جواب منو ندادی که هیچ پس
0,     دانشگاه برای پذیرش رتبه ارشد برتر بودجه ندارد  دانشگاه ظرفیت ندارد  دانشجو پذیرش ندارد  وزارت بهداشت نسبت به خوابگاه تعهدی ندارد  سهمیه زیاد شده  رتبه برتر ارشد پذیرش ندارد  لطفا صدای مارا بشنوید خواهش میکنم به این نکته مهم توجه کنید سم شناسی تهران بیوشیمی اصفهان بیوشیمی شیراز میکروب پاستور میکروب رازی ایمنی تهران ایمنی تبریز شیمی دارویی تبریز شیمی دارویی اصفهان سم شناسی اصفهان تصویر برداری اصفهان ژنتیک زنجان ژنتیک اهواز کنترل کیفی مواد غذایی بهداشت و ایمنی مواد غذایی حذف حذف حذف ظرفیت واسه این همه رشته به داد بچههای ارشد وزارت بهداشت برسید
0,بعضی دوستان که کامنت میذارن آقای ترابیان و آقای نشاط دشمن رشیدپور هستن و میخوان جاشوبگیرن و این مدل حرفای باطل و یاوه لطف کنن برا طرز فکر خراب خودشون غصه بخورن اینا همکارن و وظیفه و نقششون برای برنامه مشخص شده و تعریف شده س چرا سعی دارین به هرچیزی دامن بزنین و جو فاسدی روایجادکنین بابا یه برنامه س بشینین ببینین لذتشو ببرین و برسین به زندگیاتون این حرفای خاله زنکی رو هم تموم کنین قباحت داره
0,مدیریت بحران دیگه اصلا شک نکنید
0,اقای رشید پور چرا از نرگس کلباسی به عنوان چهره سال یاد نمیکنید که بعد از گذشت ۳ روز هنوز در منطقه زلزله زدهها فعالیت میکنه وتمام زندگیش رو وقف اونا کرده 
0,کاش این مشکل اب همه جدی بگیرند نه اینکه فکر به ما مربوط نیست وهروز شستن اتومبیل حیاط واین روزها خونه تکونی باید نرخ استفاده از اب بالا باشه باید دولت تصمیم وبرخورد جدی داشته
0,هواپیما از رده خارجو دور نمیندازن اخرش میگن از رادار خارج شد افتاد
0,واقعا زشت نیست که برنامه به این محبوبی آهنگ گیم آو ترونز بذاره واس شروعش و از خودش چیزی واسه ارائه نداشته باشه
0,عدم تحویل خودرو
0,با سلام و احترام جناب آقای رشیدپور ما قبول شدگان آزمون استخدامی ماده ۲ آموزش و پرورش که اکثرا فارغ التحصیل کارشناسی ارشد و دکترا از دانشگاههای معتبر میباشیم بعد از گذراندن امتحان ورودی مصاحبه تخصصی و عمومی و گزینش هم اکنون در حال گذراندن دوره مهارت آموزی در دانشگاه فرهنگیان به مدت یک سال هستیم با مشکلات زیادی مواجه میباشیم من جمله نداشتن بیمه حساب نشدن دوره یکساله به عنوان سنوات نبودخوابگاه مشکلات ایاب و ذهاب امتحان جامع اصلح که تا کنون هیچ اطلاعی از جزییات ان به ما داده_نشده_است درواقع مطرح کردن برگزاری آزمون مجدد به معنای نقض آزمون و مصاحبه و تحصیلات تک تک ما پذیرفته شدگان است آیا طی تمام مراحل آزمون و مصاحبهها و تحصیل یکساله در دانشگاه فرهنگیان بیهوده بوده_است با توجه به این که آزمون اصلح در سالهای گذشته به صورت تستی برگزار میشده_است و در صورت قبول نشدن فرصت مجدد داده میشداما طی دستور العمل جدید این امتحان بصورت تشریحی برگزار خواهد_شد و گفته_شده_است در صورت رد شدن حکم کارگزینی برای فرد رد شده صادر نمیشود که این امر دغدغه و مسبب استرس تمامی کسانی که با هزار مشکل و سختی موفق به قبولی در آزمون استخدامی شده_اند میباشد هیچ شخص یا ارگانی از ما حمایت نمیکند این مشکلات باعث بی انگیزگی در کسانی شده که نقش بسیار مهمی در تربیت فرزندان این مرزوبوم دارند لطفا به هر نحوی که امکان پذیر است حرف ما را به گوش مسئولین برسانید با تشکر  مهارت آموزان ماده ۲  آزمون اصلح  بیمه و سنوات
0,خدا به داد بچه هامون برسه چه سودی میبرن از این مصرف اب خدا میدونه
0,سلام اقای رشید پور دوماه درخواست تمدید مجوز پروانه تولید انفرادی دادم در صنایع دستی تمام مراحل بازرسیش انجام شده ولی متاسفانه به ما میگن سیستم شبکه تهران قطع ونمی تونیم مجوز چاپ کنیم و این مشکل باعث قطع بیمه تولید کنندگان شده وباعث مشکلاتی برای قشر زحمت کش این صنف شده
0,از فردا آلارم گوشی خیلیا از روی ساعت هفت برداشته میشه دیگه دلخوشیی برای بیدارشدن صبح زود نداریم بهتونوقول میدم پنج نفرم پای برنامهی جایگزین شما نمیشینن اون پنج نفرم میشینن که فقط فحش بدن
0,پایتخت ۴۴۴
0,همه شون رو به خدا سپردم من از حقم نمیگذرم اقای رشید پور شما صدا دارین تا تغییر و تحولی ایجاد کنین خواهش میکنم صدا بشین برای ما
