target,comment
1,رضا رشید پور خیلی عالی دوست داریم
1,خانم متخصص بسیار خوب و متین هستن من خیلی دوستشون دارم
1,عالی ده دل من خیلی خالیه
1,بهنام بانی فقط 
1,ابهر خیلی عالی
1,دوردبرشما برنامه خوبی
1,عالیه این کتاب عالی
1,سلام عشقم فدای تو بشم تو خیلی بدی زشت بی نمک وشیرین من عاشقتم وای نکن اذیت من دلبرم در چه حالی خوبی نفسسس من فدای تو بشم 
1,۶۴ _ ۵ 
1,عااالی 
1,مهندس رشیدپور عزیز 
1,به نظرم برنامتون بهترین برنامه تلویزیون هست خسته نباشید و موفق باشید 
1,روزمون رشید پوری باشه به اضافه برف
1,خسته نباشید میکم برای برنامه خیلی خیلی خوبتون تشکر میکن و از شما دوتا مجری توانمند اقا رضا و اقای نشاط افرین
1,آخییی
1,خیلی خوبه عالیه
1,نشاط برنامه 
1,درود برشما اقای رشید پور موفق باشید
1,بسیااار عالی بود خداقوت به همتون ان شالله که ادامه داشته باشه
1,چه خبر خوبی و حتما با آقای رشیدپور عزیز
1,دمت گرم آقای رشیدپورو پرویز عزیز
1,یکی از معدود برنامههای خوب صدا وسیما
1,آفرین برشهاب
1,بله عالیه 
1,باشه 
1,سلاممصطفی سهرابی دوساری جیرفت هستم برداشت خرما هست از شهرما هم بگو
1,شای رو به مردم سرزمینمان هدیه کنید امنیت و امید رو دوباره به دل جوانان برگردونید برای همه سلامتی و آرامش و شادی آرزو میکنم
1,خیلی خوبی آقای نشاط واقعا فامیلتون برازنده تونه
1,به به خیلی خوشحالیم که دوباره روی مهربان شما رو میبینیم بسیار بسیار ممنون
1,واقعا لایق بود
1, 
1,خیلی خوبید
1,عالیه واقعا بدون تردید
1,اقای رشید پور همین همسایه خودمونو بگو پنجاه سال مثل گوسفند زندگی کردن تا یک جوان امد گشور ترکند به خدا همین عربستان
1,اره بله
1,انشالله خوشحال میشم
1, 
1,آخ جون آقای رشیدپور مجری هستن من فکر کردم دیگه برنامه ندارین از کانال اومدم بیرون
1,روزتون مبارک پایدار باشید
1,درود
1,بسیارعالی
1,به اقای تنابنده بگید فوق العادست
1,جناب رشیدپور متین و عزیز و دلسوز و مهربان من هر روز بعد از نماز صبح به عشق برنامه عالی شما بیدار میمونم تا شروع بشه چطور برنامه شما میخواد تموم بشه در صورتی که برنامهی صبح بخیر ایران سالهاست اجرا میشه وهمینطور صبحی دیگر به خانه بر میگردیم پس چرا برنامه شما باید به این زودی تموم بشه از کی باید پرسید
1,عالیه این برنامه آقای رشیدپور عزیز
1,سلام انشاالله 
1,خسته نباشید خدا قوت 
1,وای چه عالی آقای رشید پور عزیز 
1,ایشاالله مثل همیشه موفق باشید
1,جناب همایون شجریان بی رقیب هستن
1,ممنون از برنامه خوبتون
1,عالیه۱
1,سلام آقای رشید پور عزیز خوش به حالتون چه برفی کاش شهرما هم میومد
1,خیلی گلی
1,یکی از بهترین برنامهها بود امروز
1,بهشون بگید مثل تو پایتخت یکمی صحبت کنند
1,خواهش میکنم پنجعلی نمیزه زنده باشه بهتر حتی با دیالوگ کم بازیش عالی
1,هرچقدر که امروز با دیدن خانم متخصص و شنیدن صدای زیبا و کلام دلنشین و موقرشون روزمون خوب ساخته_شد در عوض اون روزی که خانم خنیاگر مهمان برنامه تون بودند واقعا با اون طرز صحبت کردن طلبکارانه و مغرورشون روز مون که هیچ هفته مون هم بر باد رفت
1,سردار سلیمانی چهرهی سال هستن خدا حفظشون کنه
1,عشقی اقارضا
1,عالی عالی بینظیر
1,بهترین برنامه تلوزیون درصبح برنامه شماس خداقوت به همه دست اندرکاران برنامتون ۱
1,سلام اقای رشید پور برنامه تون عالیه
1,دمت گرم آقا رضای رشید پور عق
1, 
1,عاشق درگیری با داعش بودم
1,بله بسیار عالیه فقط زمانش یکم زوده میشه ساعت ۱ تا ۲ بشه
1,خدا قوت مادر خوب ایرانی بودن در کنار کاپیتان مجریها ایران لذت بخشه
1,سلام درکل بچههای تلویزیون یه دونه هستن یه دونه
1,سلام تورو خدا اقای رشید پور زودتر برگردین حالا خورشید دوباره شروع کنید همراه همکاران خوبتون و مخصوصا اقای نشاط عزیز
1,سلام آقای رشید پور
1,امروز تو خبر داغ نوشته_بود فصل جدید حالا خورشید شروع میشه خیلی خوشحال شدم
1,بلی خیلی زیاد
1,چرا مخالف لغو قانون تاثیر قطعی معدل هستند ۱ چه اتفاقاتی رخ میدهد و چه افرادی سود میبرند وقتی تاثیر قطعی معدل در کنکور اعمال شود به طبع دانش اموزان به کتاب و فیلمهای مرتبط با اموزش دروس برای امتحان نهایی نیاز پیدا میکنند بیش از ۱میلیون دانش اموز در کنکور شرکت میکنند در سه رشتهی تحصیلی تجربی ریاضی و انسانی در دو مقطع سوم و پیش دانشگاهی یازدهم و دوازدهم ۲ درس امتحان نهایی برگزار میشود یعنی ۲ درس نیاز به خرید کتاب برای امتحان نهایی هست شاید خیلیها بگن ما فقط جزوهای دبیرهای مدرسه رو میخونیم بله درست میگوید اما وقتی ۲ درصد نمرهی نهایی در رتبهی کنکور تاثیر قطعی بگذارد مسئله چیز دیگریست همه برای گرفتن نمرهی ۲ میجنگن و برای موفقیت بیشتر و گرفتن نمرهی ۲ شما به کتابهای کمک اموزشی نیاز پیدا میکنید حالا به درامد حاصل از تولید کتب کمک اموزشی برای امتحان نهایی میپردازیم اگر هر دانش اموز از بین ۲ درس که نهایی برگزار میشود ۲ کتاب کمک اموزشی تهیه کنید در امد زیر حاصل میشود   پس ۲ میلیون جلد کتاب تولید میشود اگر میانگین قیمت کتابها رو ۲ هزار تومان در نظر بگیریم   بله درست است است ۳ میلیارد تومان درامد حاصل از فروش کتب کمک اموزشی امتحان نهایی هزینهی تولید کتاب ۲ هزینهی حق مولف ۲ سود حاصل از فروش کتب برای انتشارات کتاب ۲ میباشد   ۳ میلیارد تومان سود حاصل از فروش کتابهای کمک اموزشی حالا فهمیدید چرا یک عده مخالف لغو قانون تاثیر قطعی معدل هستند و اینکه چرا یه عده سکوت کرده_اند ___  یکسوال بنظر شما ایا افرادی که مخالفت میکنند با لغو قانون تاثیر قطعی معدل سود و منفعتشون در اجرای این قانون هست یک سوال بنظر شما چرا تعداد انتشارات کتاب و فیلمهای اموزشی و موسسات کنکوری و اموزشگاهای ازاد بسیار بالاست و روز به روز افزایش پیدا میکند یک سوال مهم بنظر شما چرا باید سیستم نظام اموزشی کشور اموزش و پرورش به نحوی طراحی شده_باشد که برای موفقیت در درس و کنکور و امتحانات از کتب کمک اموزشی و فیلم کمک اموزشی و اموزشگاههای ازاد استفاده کرد ایا مافیایی وجود دارد نه به تاثیرقطعی معدل علت مخالفان  آگاهی
